"","X.1","X","date","time","landfall","type","lat","long","category","US"
"41211",41211,41211,"19960906","0","","TD","14.4","53.6W",0,NA
"41212",41212,41212,"19960906","600","","TD","14.6","54.3W",0,NA
"41213",41213,41213,"19960906","1200","","TD","14.7","55.1W",0,NA
"41214",41214,41214,"19960906","1800","","TD","14.9","55.7W",0,NA
"41215",41215,41215,"19960907","0","","TD","15.2","57.0W",0,NA
"41216",41216,41216,"19960907","600","","TS","15.4","58.3W",0,NA
"41217",41217,41217,"19960907","1200","","TS","15.6","59.6W",0,NA
"41218",41218,41218,"19960907","1800","","TS","15.8","60.4W",0,NA
"41219",41219,41219,"19960908","0","","TS","16.1","61.2W",0,NA
"41220",41220,41220,"19960908","600","","TS","16.1","62.0W",0,NA
"41221",41221,41221,"19960908","1200","","TS","16.1","62.8W",0,NA
"41222",41222,41222,"19960908","1800","","TS","16.1","63.6W",0,NA
"41223",41223,41223,"19960909","0","","TS","16.1","64.1W",0,NA
"41224",41224,41224,"19960909","600","","HU","16.1","64.5W",1,NA
"41225",41225,41225,"19960909","1200","","HU","16.3","65.0W",1,NA
"41226",41226,41226,"19960909","1800","","HU","16.6","65.6W",1,NA
"41227",41227,41227,"19960910","0","","HU","17.1","66.1W",1,NA
"41228",41228,41228,"19960910","600","L","HU","18","66.9W",1,"Puerto Rico"
"41229",41229,41229,"19960910","1200","","HU","18.3","67.8W",1,NA
"41230",41230,41230,"19960910","1800","","HU","18.9","68.4W",1,NA
"41231",41231,41231,"19960911","0","","HU","19.5","68.9W",1,NA
"41232",41232,41232,"19960911","600","","HU","20.1","69.5W",1,NA
"41233",41233,41233,"19960911","1200","","HU","20.9","70.1W",2,NA
"41234",41234,41234,"19960911","1800","","HU","21.6","70.6W",2,NA
"41235",41235,41235,"19960912","0","","HU","22.3","71.1W",3,NA
"41236",41236,41236,"19960912","600","","HU","23","71.4W",3,NA
"41237",41237,41237,"19960912","1200","","HU","23.9","71.8W",4,NA
"41238",41238,41238,"19960912","1800","","HU","24.7","71.8W",4,NA
"41239",41239,41239,"19960913","0","","HU","25.9","71.5W",4,NA
"41240",41240,41240,"19960913","600","","HU","27.2","71.4W",4,NA
"41241",41241,41241,"19960913","1200","","HU","29","70.9W",3,NA
"41242",41242,41242,"19960913","1800","","HU","31","70.3W",3,NA
"41243",41243,41243,"19960914","0","","HU","33.3","69.5W",2,NA
"41244",41244,41244,"19960914","600","","HU","35.9","68.4W",2,NA
"41245",41245,41245,"19960914","1200","","HU","38.5","67.1W",2,NA
"41246",41246,41246,"19960914","1800","","HU","42","65.2W",1,NA
"41247",41247,41247,"19960915","0","","HU","44.3","63.3W",1,NA
"41248",41248,41248,"19960915","300","L","HU","44.8","62.5W",1,NA
"41249",41249,41249,"19960915","600","","HU","45.5","61.5W",1,"Canada"
"41250",41250,41250,"19960915","1200","","TS","46.3","59.1W",0,NA
"41251",41251,41251,"19960915","1800","","EX","46","55.0W",0,NA
"41252",41252,41252,"19960916","0","","EX","46","54.0W",0,NA
"41253",41253,41253,"19960916","600","","EX","45","50.0W",0,NA
"41254",41254,41254,"AL091996","ISIDORE","33","","","",0,NA
"41255",41255,41255,"19960924","1200","","TD","8.6N","23.3W",0,NA
"41256",41256,41256,"19960924","1800","","TD","9.2N","25.2W",0,NA
"41257",41257,41257,"19960925","0","","TD","9.9N","26.9W",0,NA
"41258",41258,41258,"19960925","600","","TS","10.3","28.5W",0,NA
"41259",41259,41259,"19960925","1200","","TS","10.7","30.0W",0,NA
"41260",41260,41260,"19960925","1800","","TS","11","31.7W",0,NA
"41261",41261,41261,"19960926","0","","TS","11.2","32.8W",0,NA
"41262",41262,41262,"19960926","600","","HU","11.7","34.2W",1,NA
"41263",41263,41263,"19960926","1200","","HU","12.4","35.8W",1,NA
"41264",41264,41264,"19960926","1800","","HU","12.8","37.1W",1,NA
"41265",41265,41265,"19960927","0","","HU","13.1","38.6W",1,NA
"41266",41266,41266,"19960927","600","","HU","13.7","39.8W",2,NA
"41267",41267,41267,"19960927","1200","","HU","14.1","41.1W",2,NA
"41268",41268,41268,"19960927","1800","","HU","14.9","42.2W",2,NA
"41269",41269,41269,"19960928","0","","HU","15.8","42.9W",3,NA
"41270",41270,41270,"19960928","600","","HU","16.7","43.1W",3,NA
"41271",41271,41271,"19960928","1200","","HU","17.8","43.2W",2,NA
"41272",41272,41272,"19960928","1800","","HU","19","43.2W",2,NA
"41273",41273,41273,"19960929","0","","HU","20","42.9W",2,NA
"41274",41274,41274,"19960929","600","","HU","20.8","42.2W",1,NA
"41275",41275,41275,"19960929","1200","","HU","21.8","41.3W",1,NA
"41276",41276,41276,"19960929","1800","","HU","22.6","40.9W",1,NA
"41277",41277,41277,"19960930","0","","TS","23.8","40.4W",0,NA
"41278",41278,41278,"19960930","600","","TS","25.3","40.1W",0,NA
"41279",41279,41279,"19960930","1200","","TS","26.7","40.0W",0,NA
"41280",41280,41280,"19960930","1800","","TS","28.2","40.1W",0,NA
"41281",41281,41281,"19961001","0","","TS","29.9","40.3W",0,NA
"41282",41282,41282,"19961001","600","","TS","31.6","40.4W",0,NA
"41283",41283,41283,"19961001","1200","","TD","33.6","40.4W",0,NA
"41284",41284,41284,"19961001","1800","","TD","35.8","40.3W",0,NA
"41285",41285,41285,"19961002","0","","EX","38.1","40.2W",0,NA
"41286",41286,41286,"19961002","600","","EX","40.3","39.6W",0,NA
"41287",41287,41287,"19961002","1200","","EX","43","36.0W",0,NA
"41288",41288,41288,"AL101996","JOSEPHINE","47","","","",0,NA
"41289",41289,41289,"19961004","1800","","TD","22.7","96.2W",0,NA
"41290",41290,41290,"19961005","0","","TD","23","96.1W",0,NA
"41291",41291,41291,"19961005","600","","TD","23.3","96.0W",0,NA
"41292",41292,41292,"19961005","1200","","TD","23.6","95.8W",0,NA
"41293",41293,41293,"19961005","1800","","TD","24.3","95.5W",0,NA
"41294",41294,41294,"19961006","0","","TD","24.8","95.0W",0,NA
"41295",41295,41295,"19961006","600","","TD","25","94.5W",0,NA
"41296",41296,41296,"19961006","1200","","TD","25.1","93.5W",0,NA
"41297",41297,41297,"19961006","1800","","TS","25.1","91.8W",0,NA
"41298",41298,41298,"19961007","0","","TS","25.5","90.4W",0,NA
"41299",41299,41299,"19961007","600","","TS","25.9","88.9W",0,NA
"41300",41300,41300,"19961007","1200","","TS","26.9","87.3W",0,NA
"41301",41301,41301,"19961007","1800","","TS","28.2","86.0W",0,NA
"41302",41302,41302,"19961008","0","","TS","29.3","84.5W",0,NA
"41303",41303,41303,"19961008","330","L","TS","30","83.9W",0,NA
"41304",41304,41304,"19961008","600","","EX","30.9","82.3W",0,"TRUE"
"41305",41305,41305,"19961008","1200","","EX","34","79.0W",0,"TRUE"
"41306",41306,41306,"19961008","1800","","EX","36","76.0W",0,NA
"41307",41307,41307,"19961009","0","","EX","38","73.5W",0,NA
"41308",41308,41308,"19961009","600","","EX","41","71.0W",0,NA
"41309",41309,41309,"19961009","1200","","EX","42.5","68.0W",0,NA
"41310",41310,41310,"19961009","1800","","EX","44.5","65.5W",0,"Canada"
"41311",41311,41311,"19961010","0","","EX","46.5","62.5W",0,NA
"41312",41312,41312,"19961010","600","","EX","48.5","58.0W",0,"Canada"
"41313",41313,41313,"19961010","1200","","EX","49.5","55.0W",0,NA
"41314",41314,41314,"19961010","1800","","EX","50.5","50.0W",0,NA
"41315",41315,41315,"19961011","0","","EX","51","44.0W",0,NA
"41316",41316,41316,"19961011","600","","EX","51","38.0W",0,NA
"41317",41317,41317,"19961011","1200","","EX","51","32.0W",0,NA
"41318",41318,41318,"19961011","1800","","EX","51","26.0W",0,NA
"41319",41319,41319,"19961012","0","","EX","51","21.0W",0,NA
"41320",41320,41320,"19961012","600","","EX","51","18.0W",0,NA
"41321",41321,41321,"19961012","1200","","EX","51.5","16.5W",0,NA
"41322",41322,41322,"19961012","1800","","EX","52.5","15.5W",0,NA
"41323",41323,41323,"19961013","0","","EX","53","15.5W",0,NA
"41324",41324,41324,"19961013","600","","EX","53.5","15.5W",0,NA
"41325",41325,41325,"19961013","1200","","EX","54","15.5W",0,NA
"41326",41326,41326,"19961013","1800","","EX","55.5","15.5W",0,NA
"41327",41327,41327,"19961014","0","","EX","57.5","16.0W",0,NA
"41328",41328,41328,"19961014","600","","EX","60","18.0W",0,NA
"41329",41329,41329,"19961014","1200","","EX","61","20.0W",0,NA
"41330",41330,41330,"19961014","1800","","EX","62","22.0W",0,NA
"41331",41331,41331,"19961015","0","","EX","62.5","24.0W",0,NA
"41332",41332,41332,"19961015","600","","EX","63","26.0W",0,NA
"41333",41333,41333,"19961015","1200","","EX","63","28.0W",0,NA
"41334",41334,41334,"19961015","1800","","EX","63","29.5W",0,NA
"41335",41335,41335,"19961016","0","","EX","63","30.5W",0,NA
"41336",41336,41336,"AL111996","KYLE","7","","","",0,NA
"41337",41337,41337,"19961011","1200","","TD","17.3","86.5W",0,NA
"41338",41338,41338,"19961011","1800","","TS","16.9","87.1W",0,NA
"41339",41339,41339,"19961011","2100","I","TS","16.7","87.4W",0,NA
"41340",41340,41340,"19961012","0","","TS","16.6","87.5W",0,NA
"41341",41341,41341,"19961012","600","","TS","16.3","87.8W",0,NA
"41342",41342,41342,"19961012","1200","L","TD","16","88.1W",0,NA
"41343",41343,41343,"19961012","1800","","TD","15.7","88.4W",0,"Guatemala"
"41344",41344,41344,"AL121996","LILI","60","","","",0,NA
"41345",41345,41345,"19961014","1200","","TD","12.8","80.4W",0,NA
"41346",41346,41346,"19961014","1800","","TD","13.4","80.9W",0,NA
"41347",41347,41347,"19961015","0","","TD","14.1","81.4W",0,NA
"41348",41348,41348,"19961015","600","","TD","14.8","81.9W",0,NA
"41349",41349,41349,"19961015","1200","","TD","15.4","82.5W",0,NA
"41350",41350,41350,"19961015","1800","","TD","16.1","83.1W",0,NA
"41351",41351,41351,"19961016","0","","TD","16.8","83.5W",0,NA
"41352",41352,41352,"19961016","600","","TS","17.5","83.8W",0,NA
"41353",41353,41353,"19961016","1200","","TS","18.2","83.8W",0,NA
"41354",41354,41354,"19961016","1800","","TS","18.3","84.5W",0,NA
"41355",41355,41355,"19961017","0","","TS","18.2","84.2W",0,NA
"41356",41356,41356,"19961017","600","","TS","18.8","83.7W",0,NA
"41357",41357,41357,"19961017","1200","","HU","19.6","83.5W",1,NA
"41358",41358,41358,"19961017","1800","","HU","20.5","83.1W",1,NA
"41359",41359,41359,"19961018","0","","HU","21.3","82.8W",1,NA
"41360",41360,41360,"19961018","600","","HU","21.8","82.2W",1,NA
"41361",41361,41361,"19961018","930","L","HU","22.3","82.0W",2,NA
"41362",41362,41362,"19961018","1200","","HU","22.4","81.5W",2,"Cuba"
"41363",41363,41363,"19961018","1800","","HU","22.5","80.0W",1,"Cuba"
"41364",41364,41364,"19961019","0","","HU","23","78.2W",2,NA
"41365",41365,41365,"19961019","600","","HU","23.5","76.2W",2,NA
"41366",41366,41366,"19961019","1200","","HU","24.4","74.0W",3,NA
"41367",41367,41367,"19961019","1800","","HU","25.5","71.5W",2,NA
"41368",41368,41368,"19961020","0","","HU","26.9","69.0W",1,NA
"41369",41369,41369,"19961020","600","","HU","28.3","67.0W",1,NA
"41370",41370,41370,"19961020","1200","","HU","29.6","65.0W",2,NA
"41371",41371,41371,"19961020","1800","","HU","30.7","62.9W",1,NA
"41372",41372,41372,"19961021","0","","HU","31.9","60.8W",1,NA
"41373",41373,41373,"19961021","600","","HU","33","59.1W",1,NA
"41374",41374,41374,"19961021","1200","","HU","33.7","57.9W",1,NA
"41375",41375,41375,"19961021","1800","","HU","34","57.0W",1,NA
"41376",41376,41376,"19961022","0","","HU","34","55.9W",1,NA
"41377",41377,41377,"19961022","600","","HU","33.8","55.2W",1,NA
"41378",41378,41378,"19961022","1200","","HU","33.7","54.6W",1,NA
"41379",41379,41379,"19961022","1800","","HU","33.5","54.0W",1,NA
"41380",41380,41380,"19961023","0","","HU","33.4","53.9W",1,NA
"41381",41381,41381,"19961023","600","","HU","33.2","53.8W",1,NA
"41382",41382,41382,"19961023","1200","","HU","33.1","53.7W",1,NA
