"","X.1","X","date","time","landfall","type","lat","long","category","US"
"28278",28278,28278,"19650922","1800","","HU","32.4","42.2W",1,NA
"28279",28279,28279,"19650923","0","","HU","33.3","42.6W",1,NA
"28280",28280,28280,"19650923","600","","HU","33.9","42.9W",1,NA
"28281",28281,28281,"19650923","1200","","HU","34.4","43.0W",1,NA
"28282",28282,28282,"19650923","1800","","HU","34.8","43.0W",1,NA
"28283",28283,28283,"19650924","0","","HU","35.1","42.9W",1,NA
"28284",28284,28284,"19650924","600","","HU","35.2","42.6W",1,NA
"28285",28285,28285,"19650924","1200","","HU","35.2","42.3W",1,NA
"28286",28286,28286,"19650924","1800","","HU","35.1","42.0W",1,NA
"28287",28287,28287,"19650925","0","","HU","34.9","41.7W",1,NA
"28288",28288,28288,"19650925","600","","HU","34.4","41.4W",1,NA
"28289",28289,28289,"19650925","1200","","HU","34","41.1W",1,NA
"28290",28290,28290,"19650925","1800","","HU","33.8","41.0W",1,NA
"28291",28291,28291,"19650926","0","","HU","33.5","41.0W",1,NA
"28292",28292,28292,"19650926","600","","HU","33.3","41.0W",1,NA
"28293",28293,28293,"19650926","1200","","HU","33","41.0W",1,NA
"28294",28294,28294,"19650926","1800","","HU","32.7","41.2W",1,NA
"28295",28295,28295,"19650927","0","","HU","32.6","41.5W",1,NA
"28296",28296,28296,"19650927","600","","HU","32.8","41.8W",1,NA
"28297",28297,28297,"19650927","1200","","HU","33.1","41.9W",1,NA
"28298",28298,28298,"19650927","1800","","HU","33.4","41.9W",1,NA
"28299",28299,28299,"19650928","0","","HU","33.7","41.8W",1,NA
"28300",28300,28300,"19650928","600","","HU","34","41.8W",1,NA
"28301",28301,28301,"19650928","1200","","HU","34.6","41.7W",1,NA
"28302",28302,28302,"19650928","1800","","HU","35.6","40.9W",1,NA
"28303",28303,28303,"19650929","0","","HU","36.6","39.3W",1,NA
"28304",28304,28304,"19650929","600","","HU","37.6","37.6W",1,NA
"28305",28305,28305,"19650929","1200","","HU","38.7","35.4W",2,NA
"28306",28306,28306,"19650929","1800","","HU","40.1","32.9W",1,NA
"28307",28307,28307,"19650930","0","","HU","41.5","30.2W",1,NA
"28308",28308,28308,"19650930","600","","HU","42.7","27.4W",1,NA
"28309",28309,28309,"19650930","1200","","HU","42.8","24.7W",1,NA
"28310",28310,28310,"19650930","1800","","HU","41.8","22.0W",1,NA
"28311",28311,28311,"19651001","0","","HU","40.7","19.7W",1,NA
"28312",28312,28312,"19651001","600","","TS","39.8","17.8W",0,NA
"28313",28313,28313,"19651001","1200","","EX","38.8","16.0W",0,NA
"28314",28314,28314,"19651001","1800","","EX","37.6","14.2W",0,NA
"28315",28315,28315,"AL051965","DEBBIE","23","","","",0,NA
"28316",28316,28316,"19650924","1200","","TD","17.5","84.7W",0,NA
"28317",28317,28317,"19650924","1800","","TD","18.1","85.0W",0,NA
"28318",28318,28318,"19650925","0","","TD","18.6","85.4W",0,NA
"28319",28319,28319,"19650925","600","","TD","19.1","85.7W",0,NA
"28320",28320,28320,"19650925","1200","","TD","19.6","86.1W",0,NA
"28321",28321,28321,"19650925","1800","","TD","20.1","86.5W",0,NA
"28322",28322,28322,"19650926","0","","TD","20.5","86.9W",0,"Mexico"
"28323",28323,28323,"19650926","600","","TD","21","87.3W",0,"Mexico"
"28324",28324,28324,"19650926","1200","","TD","21.5","87.7W",0,"Mexico"
"28325",28325,28325,"19650926","1800","","TD","22","88.3W",0,NA
"28326",28326,28326,"19650927","0","","TD","22.5","88.9W",0,NA
"28327",28327,28327,"19650927","600","","TD","23","89.5W",0,NA
"28328",28328,28328,"19650927","1200","","TD","23.5","90.1W",0,NA
"28329",28329,28329,"19650927","1800","","TD","24.1","90.3W",0,NA
"28330",28330,28330,"19650928","0","","TD","24.8","90.4W",0,NA
"28331",28331,28331,"19650928","600","","TD","25.7","90.0W",0,NA
"28332",28332,28332,"19650928","1200","","TS","26.5","89.7W",0,NA
"28333",28333,28333,"19650928","1800","","TS","27.4","89.2W",0,NA
"28334",28334,28334,"19650929","0","","TS","28.3","88.7W",0,NA
"28335",28335,28335,"19650929","600","","TS","28.6","88.6W",0,NA
"28336",28336,28336,"19650929","1200","","TS","29","88.5W",0,NA
"28337",28337,28337,"19650929","1800","","TD","29.5","88.7W",0,NA
"28338",28338,28338,"19650930","0","","TD","30","88.9W",0,NA
"28339",28339,28339,"AL061965","ELENA","27","","","",0,NA
"28340",28340,28340,"19651012","1200","","TD","15.6","45.5W",0,NA
"28341",28341,28341,"19651012","1800","","TD","18","47.0W",0,NA
"28342",28342,28342,"19651013","0","","TD","19.1","48.6W",0,NA
"28343",28343,28343,"19651013","600","","TD","19.8","50.4W",0,NA
"28344",28344,28344,"19651013","1200","","TD","20.5","52.0W",0,NA
"28345",28345,28345,"19651013","1800","","TD","21.2","53.1W",0,NA
"28346",28346,28346,"19651014","0","","TS","22","54.1W",0,NA
"28347",28347,28347,"19651014","600","","TS","23.1","55.1W",0,NA
"28348",28348,28348,"19651014","1200","","TS","24","56.0W",0,NA
"28349",28349,28349,"19651014","1800","","TS","24.5","56.8W",0,NA
"28350",28350,28350,"19651015","0","","TS","24.9","57.4W",0,NA
"28351",28351,28351,"19651015","600","","TS","25.4","58.0W",0,NA
"28352",28352,28352,"19651015","1200","","TS","25.9","58.5W",0,NA
"28353",28353,28353,"19651015","1800","","TS","26.3","58.9W",0,NA
"28354",28354,28354,"19651016","0","","TS","26.7","59.2W",0,NA
"28355",28355,28355,"19651016","600","","HU","27.3","59.7W",1,NA
"28356",28356,28356,"19651016","1200","","HU","28","60.3W",1,NA
"28357",28357,28357,"19651016","1800","","HU","28.8","60.2W",1,NA
"28358",28358,28358,"19651017","0","","HU","30","59.4W",1,NA
"28359",28359,28359,"19651017","600","","HU","31.5","58.3W",1,NA
"28360",28360,28360,"19651017","1200","","HU","33","56.3W",1,NA
"28361",28361,28361,"19651017","1800","","HU","34.4","53.4W",1,NA
"28362",28362,28362,"19651018","0","","HU","35.8","50.0W",1,NA
"28363",28363,28363,"19651018","600","","HU","37.3","46.4W",1,NA
"28364",28364,28364,"19651018","1200","","HU","39","42.5W",1,NA
"28365",28365,28365,"19651018","1800","","HU","41","37.9W",1,NA
"28366",28366,28366,"19651019","0","","EX","43.5","32.5W",1,NA
"28367",28367,28367,"AL011966","ALMA","42","","","",0,NA
"28368",28368,28368,"19660604","600","","TD","12.7","84.0W",0,"Nicaragua"
"28369",28369,28369,"19660604","1200","","TD","13.3","84.3W",0,"Nicaragua"
"28370",28370,28370,"19660604","1800","","TD","14","84.5W",0,"Nicaragua"
"28371",28371,28371,"19660605","0","","TD","14.8","84.7W",0,"Honduras"
"28372",28372,28372,"19660605","600","","TD","15.5","84.8W",0,"Honduras"
"28373",28373,28373,"19660605","1200","","TD","16.3","84.8W",0,NA
"28374",28374,28374,"19660605","1800","","TD","16.9","84.8W",0,NA
"28375",28375,28375,"19660606","0","","TD","17.3","84.7W",0,NA
"28376",28376,28376,"19660606","600","","TD","17.7","84.4W",0,NA
"28377",28377,28377,"19660606","1200","","TS","18.1","84.2W",0,NA
"28378",28378,28378,"19660606","1800","","HU","18.5","84.1W",1,NA
"28379",28379,28379,"19660607","0","","HU","18.9","84.0W",1,NA
"28380",28380,28380,"19660607","600","","HU","19.2","83.9W",1,NA
"28381",28381,28381,"19660607","1200","","HU","19.4","83.8W",2,NA
"28382",28382,28382,"19660607","1800","","HU","19.7","83.7W",2,NA
"28383",28383,28383,"19660608","0","","HU","20.1","83.5W",2,NA
"28384",28384,28384,"19660608","600","","HU","21.2","83.0W",2,NA
"28385",28385,28385,"19660608","1200","","HU","22.7","82.5W",2,"Cuba"
"28386",28386,28386,"19660608","1800","","HU","24.2","82.4W",3,NA
"28387",28387,28387,"19660609","0","","HU","25.7","82.6W",3,NA
"28388",28388,28388,"19660609","600","","HU","27.3","83.3W",2,NA
"28389",28389,28389,"19660609","1200","","HU","28.8","84.4W",2,NA
"28390",28390,28390,"19660609","1800","","HU","29.7","84.6W",1,NA
"28391",28391,28391,"19660610","0","","TS","30.3","84.1W",0,"TRUE"
"28392",28392,28392,"19660610","600","","TS","31","83.0W",0,"TRUE"
"28393",28393,28393,"19660610","1200","","TS","31.7","81.9W",0,"TRUE"
"28394",28394,28394,"19660610","1800","","TS","32.1","80.8W",0,NA
"28395",28395,28395,"19660611","0","","TS","32.5","79.6W",0,NA
"28396",28396,28396,"19660611","600","","TS","33.1","78.2W",0,NA
"28397",28397,28397,"19660611","1200","","TS","33.7","76.7W",0,NA
"28398",28398,28398,"19660611","1800","","HU","33.7","75.4W",1,NA
"28399",28399,28399,"19660612","0","","HU","33.7","74.2W",1,NA
"28400",28400,28400,"19660612","600","","HU","34.3","73.5W",1,NA
"28401",28401,28401,"19660612","1200","","TS","34.9","73.3W",0,NA
"28402",28402,28402,"19660612","1800","","TS","35.6","73.3W",0,NA
"28403",28403,28403,"19660613","0","","TS","36.3","73.3W",0,NA
"28404",28404,28404,"19660613","600","","TS","37","73.5W",0,NA
"28405",28405,28405,"19660613","1200","","TS","37.6","73.5W",0,NA
"28406",28406,28406,"19660613","1800","","EX","38.2","72.9W",0,NA
"28407",28407,28407,"19660614","0","","EX","39.2","72.1W",0,NA
"28408",28408,28408,"19660614","600","","EX","40.6","71.3W",0,NA
"28409",28409,28409,"19660614","1200","","EX","42","70.5W",0,NA
"28410",28410,28410,"AL021966","BECKY","9","","","",0,NA
"28411",28411,28411,"19660701","1800","","TD","32.4","57.8W",0,NA
"28412",28412,28412,"19660702","0","","TD","34.1","56.5W",0,NA
"28413",28413,28413,"19660702","600","","TS","35.8","55.3W",0,NA
"28414",28414,28414,"19660702","1200","","HU","37.6","54.4W",1,NA
"28415",28415,28415,"19660702","1800","","HU","39.5","53.8W",1,NA
"28416",28416,28416,"19660703","0","","TS","41.4","54.3W",0,NA
"28417",28417,28417,"19660703","600","","TS","43.1","55.0W",0,NA
"28418",28418,28418,"19660703","1200","","EX","44.7","56.8W",0,NA
"28419",28419,28419,"19660703","1800","","EX","45.5","58.5W",0,NA
"28420",28420,28420,"AL031966","CELIA","36","","","",0,NA
"28421",28421,28421,"19660713","1200","","TD","19.1","59.5W",0,NA
"28422",28422,28422,"19660713","1800","","TD","20.3","60.6W",0,NA
"28423",28423,28423,"19660714","0","","TS","21.3","61.8W",0,NA
"28424",28424,28424,"19660714","600","","TS","22.1","63.0W",0,NA
"28425",28425,28425,"19660714","1200","","TS","22.6","64.2W",0,NA
"28426",28426,28426,"19660714","1800","","TS","22.7","65.8W",0,NA
"28427",28427,28427,"19660715","0","","TS","22.7","67.4W",0,NA
"28428",28428,28428,"19660715","600","","TS","22.9","68.6W",0,NA
"28429",28429,28429,"19660715","1200","","TD","23","69.4W",0,NA
"28430",28430,28430,"19660715","1800","","TD","23.1","69.8W",0,NA
"28431",28431,28431,"19660716","0","","TD","23.2","70.3W",0,NA
"28432",28432,28432,"19660716","600","","TD","23.3","70.9W",0,NA
"28433",28433,28433,"19660716","1200","","TD","23.3","71.6W",0,NA
"28434",28434,28434,"19660716","1800","","TD","23.4","72.3W",0,NA
"28435",28435,28435,"19660717","0","","TD","23.6","73.0W",0,NA
"28436",28436,28436,"19660717","600","","TD","23.7","73.7W",0,NA
"28437",28437,28437,"19660717","1200","","TD","23.7","74.4W",0,NA
"28438",28438,28438,"19660717","1800","","TD","23.8","75.1W",0,NA
"28439",28439,28439,"19660718","0","","TD","24","75.7W",0,NA
"28440",28440,28440,"19660718","600","","TD","24.3","76.3W",0,NA
"28441",28441,28441,"19660718","1200","","TD","24.8","76.9W",0,NA
"28442",28442,28442,"19660718","1800","","TD","25.5","77.2W",0,NA
"28443",28443,28443,"19660719","0","","TD","26.2","77.3W",0,NA
"28444",28444,28444,"19660719","600","","TD","26.6","77.2W",0,"The Bahamas"
"28445",28445,28445,"19660719","1200","","TD","27","76.4W",0,NA
"28446",28446,28446,"19660719","1800","","TD","27.8","74.8W",0,NA
"28447",28447,28447,"19660720","0","","TD","28.9","73.2W",0,NA
"28448",28448,28448,"19660720","600","","TS","30.3","71.6W",0,NA
"28449",28449,28449,"19660720","1200","","TS","31.9","69.9W",0,NA
"28450",28450,28450,"19660720","1800","","HU","33.6","67.9W",1,NA
"28451",28451,28451,"19660721","0","","HU","36.1","65.7W",1,NA
"28452",28452,28452,"19660721","600","","HU","39.5","63.2W",1,NA
"28453",28453,28453,"19660721","1200","","HU","42.9","62.0W",1,NA
"28454",28454,28454,"19660721","1800","","EX","46.3","59.9W",1,NA
"28455",28455,28455,"19660722","0","","EX","49.8","57.7W",0,"Canada"
"28456",28456,28456,"19660722","600","","EX","52","57.0W",0,"Canada"
"28457",28457,28457,"AL051966","ELLA","26","","","",0,NA
"28458",28458,28458,"19660722","1200","","TD","10","35.0W",0,NA
"28459",28459,28459,"19660722","1800","","TD","10.8","36.8W",0,NA
"28460",28460,28460,"19660723","0","","TD","11.7","38.7W",0,NA
"28461",28461,28461,"19660723","600","","TD","12.5","40.7W",0,NA
"28462",28462,28462,"19660723","1200","","TD","13.4","42.7W",0,NA
"28463",28463,28463,"19660723","1800","","TD","14.2","44.6W",0,NA
"28464",28464,28464,"19660724","0","","TD","15","46.5W",0,NA
"28465",28465,28465,"19660724","600","","TD","15.7","48.6W",0,NA
"28466",28466,28466,"19660724","1200","","TD","16.3","50.6W",0,NA
"28467",28467,28467,"19660724","1800","","TS","16.8","52.2W",0,NA
"28468",28468,28468,"19660725","0","","TS","17.2","53.5W",0,NA
"28469",28469,28469,"19660725","600","","TS","17.5","54.6W",0,NA
"28470",28470,28470,"19660725","1200","","TS","17.8","55.8W",0,NA
"28471",28471,28471,"19660725","1800","","TS","18.1","57.0W",0,NA
"28472",28472,28472,"19660726","0","","TS","18.4","58.2W",0,NA
"28473",28473,28473,"19660726","600","","TS","18.8","59.3W",0,NA
"28474",28474,28474,"19660726","1200","","TS","19.3","60.3W",0,NA
"28475",28475,28475,"19660726","1800","","TS","19.8","61.1W",0,NA
"28476",28476,28476,"19660727","0","","TS","20.2","61.9W",0,NA
"28477",28477,28477,"19660727","600","","TS","20.8","62.6W",0,NA
"28478",28478,28478,"19660727","1200","","TS","21.4","63.4W",0,NA
"28479",28479,28479,"19660727","1800","","TS","21.9","64.2W",0,NA
"28480",28480,28480,"19660728","0","","TS","22.5","65.1W",0,NA
"28481",28481,28481,"19660728","600","","TS","23.1","66.2W",0,NA
"28482",28482,28482,"19660728","1200","","TS","23.7","67.3W",0,NA
"28483",28483,28483,"19660728","1800","","TD","24.3","68.4W",0,NA
"28484",28484,28484,"AL041966","DOROTHY","37","","","",0,NA
"28485",28485,28485,"19660722","1800","","TD","31","41.0W",0,NA
"28486",28486,28486,"19660723","0","","TD","31.5","41.5W",0,NA
"28487",28487,28487,"19660723","600","","TD","31.7","41.7W",0,NA
"28488",28488,28488,"19660723","1200","","TS","31.8","41.9W",0,NA
"28489",28489,28489,"19660723","1800","","TS","32","42.0W",0,NA
"28490",28490,28490,"19660724","0","","TS","32.2","42.0W",0,NA
"28491",28491,28491,"19660724","600","","TS","32.4","42.1W",0,NA
"28492",28492,28492,"19660724","1200","","TS","32.7","42.2W",0,NA
"28493",28493,28493,"19660724","1800","","HU","33","42.1W",1,NA
"28494",28494,28494,"19660725","0","","HU","33.3","41.8W",1,NA
"28495",28495,28495,"19660725","600","","HU","33.8","41.1W",1,NA
"28496",28496,28496,"19660725","1200","","HU","34.5","40.5W",1,NA
"28497",28497,28497,"19660725","1800","","HU","35.3","40.5W",1,NA
"28498",28498,28498,"19660726","0","","HU","35.9","40.8W",1,NA
"28499",28499,28499,"19660726","600","","HU","36.1","41.4W",1,NA
"28500",28500,28500,"19660726","1200","","HU","36.2","41.9W",1,NA
"28501",28501,28501,"19660726","1800","","HU","36.4","42.2W",1,NA
"28502",28502,28502,"19660727","0","","HU","36.6","42.2W",1,NA
"28503",28503,28503,"19660727","600","","HU","37.4","41.9W",1,NA
"28504",28504,28504,"19660727","1200","","HU","38.3","41.4W",1,NA
"28505",28505,28505,"19660727","1800","","HU","38.7","40.8W",1,NA
"28506",28506,28506,"19660728","0","","HU","39.2","40.1W",1,NA
"28507",28507,28507,"19660728","600","","HU","40.1","39.2W",1,NA
"28508",28508,28508,"19660728","1200","","HU","40.9","38.5W",1,NA
"28509",28509,28509,"19660728","1800","","HU","41.6","38.2W",1,NA
"28510",28510,28510,"19660729","0","","HU","42.4","38.0W",1,NA
"28511",28511,28511,"19660729","600","","TS","43.1","37.7W",0,NA
"28512",28512,28512,"19660729","1200","","TS","43.9","37.4W",0,NA
"28513",28513,28513,"19660729","1800","","TS","44.6","37.4W",0,NA
"28514",28514,28514,"19660730","0","","TS","45.3","37.4W",0,NA
"28515",28515,28515,"19660730","600","","TS","46","37.3W",0,NA
"28516",28516,28516,"19660730","1200","","TS","46.8","37.1W",0,NA
"28517",28517,28517,"19660730","1800","","EX","47.7","36.4W",0,NA
"28518",28518,28518,"19660731","0","","EX","49","36.0W",0,NA
"28519",28519,28519,"19660731","600","","EX","50.5","36.5W",0,NA
"28520",28520,28520,"19660731","1200","","EX","52","37.0W",0,NA
"28521",28521,28521,"19660731","1800","","EX","53.5","38.5W",0,NA
"28522",28522,28522,"AL061966","FAITH","69","","","",0,NA
"28523",28523,28523,"19660821","0","","TD","12.9","20.5W",0,NA
"28524",28524,28524,"19660821","600","","TD","13.3","22.3W",0,NA
"28525",28525,28525,"19660821","1200","","TD","13.7","24.2W",0,NA
"28526",28526,28526,"19660821","1800","","TD","14","26.1W",0,NA
"28527",28527,28527,"19660822","0","","TS","14.3","28.0W",0,NA
"28528",28528,28528,"19660822","600","","TS","14.6","29.9W",0,NA
"28529",28529,28529,"19660822","1200","","TS","14.9","31.9W",0,NA
"28530",28530,28530,"19660822","1800","","TS","15","33.9W",0,NA
"28531",28531,28531,"19660823","0","","TS","15.1","35.8W",0,NA
"28532",28532,28532,"19660823","600","","TS","15.2","37.8W",0,NA
"28533",28533,28533,"19660823","1200","","HU","15.2","39.8W",1,NA
"28534",28534,28534,"19660823","1800","","HU","15.3","41.8W",1,NA
"28535",28535,28535,"19660824","0","","HU","15.3","43.8W",1,NA
"28536",28536,28536,"19660824","600","","HU","15.3","45.7W",1,NA
"28537",28537,28537,"19660824","1200","","HU","15.3","47.7W",1,NA
"28538",28538,28538,"19660824","1800","","HU","15.6","49.8W",2,NA
"28539",28539,28539,"19660825","0","","HU","16","52.0W",2,NA
"28540",28540,28540,"19660825","600","","HU","16.3","54.1W",2,NA
"28541",28541,28541,"19660825","1200","","HU","16.6","56.2W",2,NA
"28542",28542,28542,"19660825","1800","","HU","16.9","57.9W",2,NA
"28543",28543,28543,"19660826","0","","HU","17.3","59.4W",2,NA
"28544",28544,28544,"19660826","600","","HU","17.7","60.8W",2,NA
"28545",28545,28545,"19660826","1200","","HU","18.3","62.2W",1,NA
"28546",28546,28546,"19660826","1800","","HU","19","63.7W",1,NA
"28547",28547,28547,"19660827","0","","HU","19.7","65.1W",1,NA
"28548",28548,28548,"19660827","600","","HU","20.4","66.3W",1,NA
"28549",28549,28549,"19660827","1200","","HU","21","67.5W",1,NA
"28550",28550,28550,"19660827","1800","","HU","21.6","68.7W",1,NA
"28551",28551,28551,"19660828","0","","HU","22.1","69.8W",1,NA
"28552",28552,28552,"19660828","600","","HU","22.7","70.5W",2,NA
"28553",28553,28553,"19660828","1200","","HU","23.3","70.7W",3,NA
"28554",28554,28554,"19660828","1800","","HU","23.7","70.9W",3,NA
"28555",28555,28555,"19660829","0","","HU","24","71.0W",3,NA
"28556",28556,28556,"19660829","600","","HU","24.4","71.1W",3,NA
"28557",28557,28557,"19660829","1200","","HU","24.9","71.3W",3,NA
"28558",28558,28558,"19660829","1800","","HU","25.3","71.5W",3,NA
"28559",28559,28559,"19660830","0","","HU","25.8","71.8W",2,NA
"28560",28560,28560,"19660830","600","","HU","26.3","72.1W",2,NA
"28561",28561,28561,"19660830","1200","","HU","26.9","72.4W",2,NA
"28562",28562,28562,"19660830","1800","","HU","27.4","72.7W",2,NA
"28563",28563,28563,"19660831","0","","HU","28","73.0W",2,NA
"28564",28564,28564,"19660831","600","","HU","28.5","73.3W",2,NA
"28565",28565,28565,"19660831","1200","","HU","29.3","73.6W",2,NA
"28566",28566,28566,"19660831","1800","","HU","30.5","73.3W",2,NA
"28567",28567,28567,"19660901","0","","HU","31.7","72.4W",2,NA
"28568",28568,28568,"19660901","600","","HU","32.9","71.4W",2,NA
"28569",28569,28569,"19660901","1200","","HU","34","70.3W",2,NA
"28570",28570,28570,"19660901","1800","","HU","35","69.2W",2,NA
"28571",28571,28571,"19660902","0","","HU","35.9","68.0W",2,NA
"28572",28572,28572,"19660902","600","","HU","36.6","66.8W",2,NA
"28573",28573,28573,"19660902","1200","","HU","37","65.2W",2,NA
"28574",28574,28574,"19660902","1800","","HU","37.1","63.0W",2,NA
"28575",28575,28575,"19660903","0","","HU","37.1","60.1W",2,NA
"28576",28576,28576,"19660903","600","","HU","37.5","57.0W",2,NA
"28577",28577,28577,"19660903","1200","","HU","38.3","54.0W",2,NA
"28578",28578,28578,"19660903","1800","","HU","39.7","51.1W",2,NA
"28579",28579,28579,"19660904","0","","HU","41.9","48.1W",2,NA
"28580",28580,28580,"19660904","600","","HU","44.7","44.9W",2,NA
"28581",28581,28581,"19660904","1200","","HU","47.5","41.5W",2,NA
"28582",28582,28582,"19660904","1800","","HU","50.2","37.8W",2,NA
"28583",28583,28583,"19660905","0","","HU","52.8","33.8W",2,NA
"28584",28584,28584,"19660905","600","","HU","55.2","29.4W",2,NA
"28585",28585,28585,"19660905","1200","","HU","57.3","24.5W",2,NA
"28586",28586,28586,"19660905","1800","","HU","58.7","19.4W",2,NA
"28587",28587,28587,"19660906","0","","HU","60.4","12.0W",2,NA
"28588",28588,28588,"19660906","600","","HU","61.1","6.0W",1,NA
"28589",28589,28589,"19660906","1200","","EX","62.5","3.0W",0,NA
"28590",28590,28590,"19660906","1800","","EX","62.6","2.5E",0,NA
"28591",28591,28591,"19660907","0","","EX","62.9","7.0E",0,NA
"28592",28592,28592,"AL071966","GRETA","26","","","",0,NA
"28593",28593,28593,"19660901","1200","","TD","13.7","48.4W",0,NA
"28594",28594,28594,"19660901","1800","","TD","14.3","49.6W",0,NA
"28595",28595,28595,"19660902","0","","TD","14.9","50.8W",0,NA
"28596",28596,28596,"19660902","600","","TD","15.3","51.5W",0,NA
"28597",28597,28597,"19660902","1200","","TD","15.9","52.2W",0,NA
"28598",28598,28598,"19660902","1800","","TD","16.2","52.9W",0,NA
"28599",28599,28599,"19660903","0","","TD","16.4","53.7W",0,NA
"28600",28600,28600,"19660903","600","","TD","16.7","54.3W",0,NA
"28601",28601,28601,"19660903","1200","","TD","17","55.0W",0,NA
"28602",28602,28602,"19660903","1800","","TD","17.4","55.8W",0,NA
"28603",28603,28603,"19660904","0","","TD","17.8","56.7W",0,NA
"28604",28604,28604,"19660904","600","","TD","18.4","57.3W",0,NA
"28605",28605,28605,"19660904","1200","","TD","19","58.0W",0,NA
"28606",28606,28606,"19660904","1800","","TS","19.8","59.0W",0,NA
"28607",28607,28607,"19660905","0","","TS","20.7","60.1W",0,NA
"28608",28608,28608,"19660905","600","","TS","21","60.9W",0,NA
"28609",28609,28609,"19660905","1200","","TS","21.3","61.7W",0,NA
"28610",28610,28610,"19660905","1800","","TS","21.8","62.6W",0,NA
"28611",28611,28611,"19660906","0","","TS","22.2","63.7W",0,NA
"28612",28612,28612,"19660906","600","","TS","23","65.1W",0,NA
"28613",28613,28613,"19660906","1200","","TD","23.7","66.7W",0,NA
"28614",28614,28614,"19660906","1800","","TD","24.6","68.2W",0,NA
"28615",28615,28615,"19660907","0","","TD","25.6","69.7W",0,NA
"28616",28616,28616,"19660907","600","","TD","26.1","70.6W",0,NA
"28617",28617,28617,"19660907","1200","","TD","26.7","71.5W",0,NA
"28618",28618,28618,"19660907","1800","","TD","28","71.7W",0,NA
"28619",28619,28619,"AL081966","HALLIE","7","","","",0,NA
"28620",28620,28620,"19660920","1200","","TD","21.5","95.4W",0,NA
"28621",28621,28621,"19660920","1800","","TD","21.6","95.4W",0,NA
"28622",28622,28622,"19660921","0","","TS","21.5","95.4W",0,NA
"28623",28623,28623,"19660921","600","","TS","21.2","95.5W",0,NA
"28624",28624,28624,"19660921","1200","","TS","20.8","95.8W",0,NA
"28625",28625,28625,"19660921","1800","","TS","20.4","96.2W",0,NA
"28626",28626,28626,"19660922","0","","TD","20","96.7W",0,"Mexico"
"28627",28627,28627,"AL091966","INEZ","81","","","",0,NA
"28628",28628,28628,"19660921","1200","","TD","9.9N","35.1W",0,NA
"28629",28629,28629,"19660921","1800","","TD","10.4","36.0W",0,NA
"28630",28630,28630,"19660922","0","","TD","10.9","37.1W",0,NA
"28631",28631,28631,"19660922","600","","TD","11.3","38.3W",0,NA
"28632",28632,28632,"19660922","1200","","TD","11.7","39.4W",0,NA
"28633",28633,28633,"19660922","1800","","TD","12","40.6W",0,NA
"28634",28634,28634,"19660923","0","","TD","12.3","41.7W",0,NA
"28635",28635,28635,"19660923","600","","TD","12.7","43.1W",0,NA
"28636",28636,28636,"19660923","1200","","TD","13.1","44.3W",0,NA
"28637",28637,28637,"19660923","1800","","TD","13.4","45.1W",0,NA
"28638",28638,28638,"19660924","0","","TD","13.7","46.0W",0,NA
"28639",28639,28639,"19660924","600","","TD","14","46.9W",0,NA
"28640",28640,28640,"19660924","1200","","TD","14.4","47.7W",0,NA
"28641",28641,28641,"19660924","1800","","TS","14.8","48.7W",0,NA
"28642",28642,28642,"19660925","0","","TS","15.1","49.7W",0,NA
"28643",28643,28643,"19660925","600","","TS","15.4","50.6W",0,NA
"28644",28644,28644,"19660925","1200","","TS","15.6","51.5W",0,NA
"28645",28645,28645,"19660925","1800","","TS","15.6","52.5W",0,NA
"28646",28646,28646,"19660926","0","","TS","15.6","53.6W",0,NA
"28647",28647,28647,"19660926","600","","TS","15.7","54.8W",0,NA
"28648",28648,28648,"19660926","1200","","HU","15.8","56.0W",1,NA
"28649",28649,28649,"19660926","1800","","HU","15.8","57.0W",1,NA
"28650",28650,28650,"19660927","0","","HU","15.9","58.0W",1,NA
"28651",28651,28651,"19660927","600","","HU","16","59.2W",2,NA
"28652",28652,28652,"19660927","1200","","HU","16.1","60.4W",3,NA
"28653",28653,28653,"19660927","1800","","HU","16.2","61.7W",3,"France"
"28654",28654,28654,"19660928","0","","HU","16.3","63.0W",3,NA
"28655",28655,28655,"19660928","600","","HU","16.5","64.3W",4,NA
"28656",28656,28656,"19660928","1200","","HU","16.8","65.7W",4,NA
"28657",28657,28657,"19660928","1800","","HU","17","67.1W",4,NA
"28658",28658,28658,"19660929","0","","HU","17.1","68.5W",4,NA
"28659",28659,28659,"19660929","600","","HU","17.3","69.7W",4,NA
"28660",28660,28660,"19660929","1200","","HU","17.5","70.9W",4,NA
"28661",28661,28661,"19660929","1800","","HU","18.1","72.3W",3,NA
"28662",28662,28662,"19660930","0","","HU","18.8","73.6W",1,NA
"28663",28663,28663,"19660930","600","","HU","19.3","74.5W",2,NA
"28664",28664,28664,"19660930","1200","","HU","19.8","75.4W",3,NA
"28665",28665,28665,"19660930","1800","","HU","20.2","76.3W",1,"Cuba"
"28666",28666,28666,"19661001","0","","HU","20.5","77.1W",1,"Cuba"
"28667",28667,28667,"19661001","600","","HU","20.8","78.1W",1,"Cuba"
"28668",28668,28668,"19661001","1200","","HU","21.2","79.1W",1,NA
"28669",28669,28669,"19661001","1800","","HU","21.9","79.8W",1,"Cuba"
"28670",28670,28670,"19661002","0","","HU","22.6","80.1W",1,"Cuba"
"28671",28671,28671,"19661002","600","","HU","23","80.1W",1,NA
"28672",28672,28672,"19661002","1200","","TS","23.3","79.9W",0,NA
